Number,Rating,Review
559,Neutral,I appreciate the transparency in pricing with no hidden fees.
560,Neutral,The boarding process was efficient and well-organized.
561,Neutral,Staff was very polite and helpful. Wish only they clean inside of planes between flights. Good deals on off duty alcohol to take home.
562,Neutral,Flights are cheap but the luggage options and prices are very expensive... all the added extras make it an expensive flight. Treated like animals by Ryanair
563,Neutral,"£12 for a flight from Kiev to London!
This is so cheap that all the other stupid and annoying things with Ryanair become not important.
Usual boarding mess,where people who pay extra get to stand on cold stairs for 30 minutes.
The Ryanair terminal at Kiev is out of the way and a shuttle bus to get to,and has no duty free shop."
564,Neutral,Travelled from Sofia to Berlin with Ryanair. Must admit I have a soft spot for Ryanair who made flying within Europe affordable. Flights are always punctual and it is good value for your Euro.
565,Neutral,"Pleasant flight, enjoyable and timely. The on flight service is good. However the add on costs are disappointing, €28 for two seats together is sad from a company who advertises itself as a budget airline"
566,Neutral,"Its a 5 hour long flight from Dublin that arrives in at about 12am.
Everything went smoothly. There were no delays. Staff were very pleasant and helpful.
Baggage was through very quickly and we were on our way.
I would recommend this flight but would like it to arrive in earlier in the evening"
567,Neutral,Super easy flight. Got to Gothenburg in over 2 hours. My flight costed no more than £25. If you’re tall I suggest booking exit row for legroom
568,Neutral,"The checking was quick as they have many desks and personnel. The seats with extra space, fast track, priority boarding, and extra luggage need to be paid before you do the checking. Everything inside you pay. If you want to eat or drink, it is better to buy before boarding,"
569,Neutral,Not as cheap as you think after paying for priority then sitting together not as cheap and not much space between seats . Would use on short haul if under 3 hours but definitely not over that time period
570,Neutral,The flight attendants were friendly and provided good service.
571,Neutral,"Pretty basic. If it was legal to put the luggage literally on us , this would have been applied already."
572,Neutral,"Flight slightly delayed in both directions. Window seat very cramped but hadn’t paid for extra legroom, flight very hot, didn’t purchase anything on the flight but felt like a non stop sales pitch"
573,Neutral,We were discouraged from the extra expenses of the baggage. They will try to get money form everything else. Plus it may be a delay on these flights. Try to travel with light baggage.
574,Neutral,"Good short flight. But I will discourage for the extra expenses of the baggage. It might be cheap but they will try to get money form everything else. So, be careful. Plus it may be a delay on these flights."
575,Neutral,"Both flights entries not diciplined. Older people and passengers with children were not invited to board first. Passengers with seats in the rear should enter first, which was not the case."
576,Neutral,Excellent low cost option when traveling within the EU. Priority seating is an option which allow you to board first but everyone seemed to select this option so it was still a long line.
577,Neutral,"The same as ever, does what it says - cheap flights from A TO B! Takes 2 hours after landing for circulation to return to my bum the seats are so hard!"
